1,Babe Ruth*\ruthba01,36,NYY,145,663,97,0,0,-2,-7,88,8.0,24,112,10.3,.555,.549,10.4,-0.8,114,$70000,Purchased,*O97/3
2,Lou Gehrig*\gehrilo01,28,NYY,155,738,85,-1,0,-8,-7,69,6.3,26,95,8.8,.540,.539,9.5,-1.4,103,$25000,Free Agency,*3/O9
3,Al Simmons\simmoal01,29,PHA,128,563,55,0,0,9,-6,59,5.4,21,80,7.5,.542,.533,6.6,0.3,71,$33333,Traded,*O7/8
4,Joe Cronin\cronijo01,24,WSH,156,700,25,-1,0,11,10,45,4.3,26,71,6.8,.527,.526,5.7,2.1,60,$10000,Purchased,*6
5,Max Bishop*\bishoma01,31,PHA,130,615,16,1,0,18,4,40,3.8,22,61,5.8,.529,.523,4.1,2.2,43,$10000,Purchased,*4
6,Earl Averill*\averiea01,29,CLE,155,701,45,-1,0,-3,-3,38,3.6,26,64,6.1,.523,.522,6.3,-0.5,67,$9000,Purchased,*8O
7,Ben Chapman\chapmbe01,22,NYY,149,686,31,3,0,10,-6,38,3.6,25,62,6.0,.524,.522,4.9,0.4,52,$7500,,*O794
8,Mickey Cochrane*\cochrmi01,28,PHA,122,521,34,-0,0,0,4,38,3.6,20,58,5.4,.529,.522,5.4,0.4,58,$18667,Traded,*2
9,Goose Goslin*\gosligo01,30,SLB,151,675,43,0,0,-2,-7,34,3.2,25,59,5.6,.521,.520,5.8,-0.8,61,$13000,Traded,*7O
10,Earl Webb*\webbea01,33,BOS,151,659,42,1,0,-4,-7,32,3.0,25,57,5.4,.520,.518,5.7,-1.0,61,$7000,Traded,*O9
11,Ed Morgan\morgaed01,27,CLE,131,552,37,-1,0,-3,-5,28,2.6,21,48,4.6,.520,.516,4.8,-0.8,51,$10000,,*3/5
12,Jimmie Foxx\foxxji01,23,PHA,139,592,27,0,0,4,-5,26,2.5,22,49,4.6,.518,.515,4.2,-0.0,45,$16667,Purchased,*35/7O9
13,Lyn Lary\laryly01,25,NYY,155,711,15,-1,0,1,10,25,2.4,26,51,4.9,.515,.515,4.7,1.1,50,$9000,Traded,*6
14,Lu Blue#\bluelu01,34,CHW,155,726,31,2,0,-2,-7,24,2.3,26,50,4.8,.515,.514,4.9,-0.8,52,,Purchased,*3
