1,Jason Giambi*\giambja01,30,OAK,154,671,78,-0,-2,4,-10,70,6.8,25,95,9.1,.543,.541,8.7,-0.5,91,$4103333,Amateur Draft,*3D
2,Bret Boone\boonebr01,32,SEA,158,690,46,1,3,12,4,65,6.4,25,91,8.8,.540,.539,7.6,1.6,79,$3250000,Free Agency,*4/D
3,Alex Rodriguez\rodrial01,25,TEX,162,732,58,5,-1,-9,8,61,5.8,26,87,8.3,.535,.535,9.2,-0.0,96,$22000000,Free Agency,*6/D
4,Ichiro Suzuki*\suzukic01,27,SEA,157,738,30,9,6,15,-7,54,5.3,25,79,7.7,.533,.532,6.1,0.9,63,$5666667,Purchased,*9/D
5,Roberto Alomar#\alomaro01,33,CLE,157,677,44,6,1,-4,4,50,4.9,25,75,7.3,.530,.529,7.7,0.0,80,$7750000,Free Agency,*4
6,Carlos Beltran#\beltrca01,24,KCR,155,680,23,7,3,5,3,41,4.1,25,66,6.4,.526,.524,5.9,0.9,61,$425000,Amateur Draft,*8/D
7,Corey Koskie*\koskico01,28,MIN,153,649,16,6,-1,16,2,40,4.0,24,64,6.3,.525,.524,4.7,1.9,48,$300000,Amateur Draft,*5/D
8,Eric Chavez*\chaveer01,23,OAK,151,604,20,1,2,12,3,39,3.9,23,62,6.0,.525,.523,4.8,1.5,49,$625000,Amateur Draft,*5/3D6
9,Mike Cameron\camermi01,28,SEA,150,633,17,6,-0,11,3,36,3.6,24,60,5.9,.523,.522,4.8,1.4,49,$3416667,Traded,*8/D
10,Ivan Rodriguez\rodriiv01,29,TEX,111,470,16,1,-1,12,6,34,3.3,18,51,5.0,.529,.520,3.8,1.8,39,$8200000,Amateur Free Agent,2/D
11,Jim Thome*\thomeji01,30,CLE,156,644,53,-1,-0,-9,-9,33,3.3,24,57,5.6,.520,.520,6.4,-1.7,66,$7875000,Amateur Draft,*3/D
12,Manny Ramirez\ramirma02,29,BOS,142,620,43,-2,0,0,-11,30,3.0,23,53,5.2,.521,.518,5.1,-0.9,53,$13050000,Free Agency,D7
13,Bernie Williams#\willibe02,32,NYY,146,633,33,1,1,-7,3,30,3.0,23,54,5.2,.520,.518,5.9,-0.3,60,$12357143,Free Agency,*8/D
14,Cristian Guzman#\guzmacr01,23,MIN,118,527,8,5,2,8,6,30,3.0,19,48,4.8,.524,.518,4.0,1.4,41,$325000,Traded,*6
15,Derek Jeter\jeterde01,27,NYY,150,686,31,7,0,-17,8,29,2.9,24,53,5.2,.518,.517,6.7,-0.8,70,$12600000,Amateur Draft,*6
16,Edgar Martinez\martied01,38,SEA,132,581,43,-2,-2,0,-12,28,2.8,21,49,4.8,.520,.517,4.7,-1.1,49,$5500000,Amateur Free Agent,*D/3
17,John Olerud*\olerujo01,32,SEA,159,679,32,-0,-3,7,-9,27,2.8,25,53,5.2,.517,.516,4.4,-0.1,45,$6700000,Free Agency,*3
18,Troy Glaus\glaustr01,24,ANA,161,708,26,2,-1,-3,3,27,2.7,26,53,5.2,.516,.516,5.5,0.0,56,$1250000,Amateur Draft,*5/D6
19,Torii Hunter\hunteto01,25,MIN,148,603,1,0,2,20,3,25,2.6,23,48,4.7,.517,.515,2.8,2.3,28,$230000,Amateur Draft,*8
20,Frank Catalanotto*\catalfr01,27,TEX,133,512,21,1,2,5,-4,24,2.4,19,43,4.2,.518,.514,3.8,0.1,39,$850000,Traded,7945/3D
21,Juan Gonzalez\gonzaju03,31,CLE,140,595,34,1,-1,-3,-7,23,2.3,22,45,4.4,.516,.514,4.7,-0.9,49,$10000000,Free Agency,*9D
22,Mike Sweeney\sweenmi01,27,KCR,147,632,25,-1,1,8,-10,22,2.3,24,46,4.6,.515,.514,3.8,-0.2,39,$5000000,Amateur Draft,3D
23,Rafael Palmeiro*\palmera01,36,TEX,160,714,35,0,1,-3,-11,22,2.2,26,47,4.7,.513,.513,4.9,-1.3,51,$9000000,Free Agency,*3D
24,Carlos Delgado*\delgaca01,29,TOR,162,704,38,0,0,-10,-9,19,2.0,26,45,4.5,.512,.512,5.4,-1.8,55,$13650000,Amateur Free Agent,*3
